,Club,League,Age,National,Height,Main_position,Foot,Market_Value,Months_left,Start_app,Sub_app,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Market_Value_log,Card,Position_Group,Continent,Continent_Grouped,Club_Group
464,Leicester City,EPL,31,Wales,191,Goalkeeper,right,1.5,1.0,1.0,1.0,135.0,0,0,0,0,0.0,72.7,0.0,0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,6.0,10.0,0.0,0.0,0.0,2.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162907318741551,0,Phòng ngự,Europe,Europe,Bottom Tier
465,Brighton & Hove Albion,EPL,34,England,185,Centre-Forward,right,5.0,13.0,19.0,6.0,1692.0,8,4,3,0,2.0,83.8,0.6,3,6.76,1.4,0.6,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.1,0.0,0.4,0.8,0.4,1.2,0.8,0.4,0.3,0.1,0.2,0.0,0.2,0.6,0.0,0.6,0.1,14.8,0.1,0.0,12.4,2.4,1.7,0.9,0.0,0.0,0.0,0.0,2.0,0.6,0.2,1.2,0.8,0.4,1.2,1.791759469228055,3,Tiền đạo,Europe,Europe,Lower Tier
466,Ipswich Town,EPL,26,Ireland,189,Centre-Back,right,14.0,49.0,29.0,0.0,2583.0,0,2,6,0,0.7,78.5,3.4,0,6.74,5.9,3.4,2.5,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.2,0.4,0.2,0.0,6.1,0.0,0.0,0.1,0.7,0.5,0.0,0.0,0.0,0.0,1.1,0.1,0.1,0.0,0.1,44.5,3.1,4.2,31.9,5.3,0.4,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.4,1.4,0.4,1.8,2.70805020110221,6,Phòng ngự,Europe,Europe,Mid-Tier
467,Liverpool FC,EPL,25,Uruguay,187,Centre-Forward,right,50.0,37.0,8.0,17.0,1005.0,5,2,8,0,1.2,71.0,0.6,0,6.52,1.8,0.6,1.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.0,0.4,0.5,0.3,0.8,0.6,1.0,0.2,0.0,0.2,0.0,0.1,0.4,0.0,0.4,0.4,8.0,0.4,0.2,5.3,2.2,0.8,0.7,0.0,0.0,0.0,0.0,1.2,0.2,0.1,0.9,0.7,0.4,1.1,3.9318256327243257,8,Tiền đạo,American,Other,Top Tier
468,AFC Bournemouth,EPL,27,Wales,173,Right Winger,left,12.0,13.0,8.0,16.0,787.0,2,0,3,0,0.9,79.9,0.3,0,6.37,0.6,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.1,0.0,0.3,0.9,0.3,1.3,0.6,0.3,0.1,0.0,0.1,0.0,0.2,0.6,0.2,0.5,0.0,10.8,0.3,0.1,8.3,2.1,1.1,0.4,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.5,0.5,0.5,1.0,2.5649493574615367,3,Tiền đạo,Europe,Europe,Mid-Tier
469,Arsenal FC,EPL,29,Spain,183,Goalkeeper,right,40.0,37.0,32.0,0.0,2880.0,0,0,2,0,0.0,70.6,0.3,2,6.79,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,32.5,4.6,9.3,18.3,0.3,0.0,0.0,2.3,0.2,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.713572066704308,2,Phòng ngự,Europe,Europe,Top Tier
470,Crystal Palace,EPL,28,England,188,Goalkeeper,right,15.0,37.0,32.0,0.0,2880.0,0,0,3,0,0.0,58.2,0.3,1,6.59,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,29.1,4.3,12.0,12.7,0.2,0.1,0.0,2.8,0.5,1.6,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.772588722239781,3,Phòng ngự,Europe,Europe,Mid-High Tier
471,AFC Bournemouth,EPL,20,Spain,197,Centre-Back,both,42.0,61.0,21.0,5.0,1960.0,2,1,7,0,0.6,84.4,2.3,2,6.96,3.8,2.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.3,0.0,5.8,0.1,0.1,0.2,0.3,1.0,0.1,0.0,0.0,0.0,1.8,0.5,0.0,0.5,0.1,46.7,4.1,3.6,35.3,3.7,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.1,1.2,0.4,1.6,3.7612001156935624,7,Phòng ngự,Europe,Europe,Top Tier
472,Arsenal FC,EPL,26,England,188,Central Midfield,right,110.0,37.0,28.0,2.0,2416.0,2,6,4,1,1.3,89.9,1.0,2,7.04,1.7,1.0,0.7,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.4,0.1,0.0,1.4,0.5,0.4,0.8,0.5,0.6,0.1,0.0,0.1,0.0,0.8,1.7,0.7,1.0,0.0,42.2,1.8,1.1,36.1,3.1,1.2,0.8,0.0,0.0,0.0,0.0,1.3,0.6,0.0,0.7,1.5,0.7,2.2,4.709530201312334,6,Tiền vệ,Europe,Europe,Top Tier
473,Tottenham Hotspur,EPL,24,Sweden,186,Attacking Midfield,left,60.0,37.0,24.0,4.0,2171.0,7,4,3,0,1.5,81.1,0.3,1,6.91,0.8,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.8,0.1,0.0,0.3,2.6,1.3,3.8,1.2,1.4,0.3,0.1,0.2,0.0,0.4,2.3,0.2,2.1,0.2,26.3,0.5,0.4,20.9,4.6,2.6,2.5,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1.1,1.4,1.1,2.5,4.110873864173311,3,Tiền đạo,Europe,Europe,Top Tier
474,Tottenham Hotspur,EPL,22,Italy,188,Left-Back,left,45.0,61.0,22.0,1.0,1753.0,0,1,2,0,0.2,88.7,0.6,0,6.72,1.1,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,1.4,0.1,0.0,1.1,0.8,0.5,1.3,1.6,1.3,0.0,0.0,0.0,0.0,0.8,0.7,0.1,0.6,0.1,39.1,0.5,0.2,34.2,4.2,1.3,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,3.1,0.6,3.7,3.828641396489095,2,Phòng ngự,Europe,Europe,Top Tier
475,Manchester United,EPL,26,Portugal,183,Right-Back,right,35.0,37.0,31.0,0.0,2757.0,0,3,5,0,0.7,83.8,1.2,0,6.86,1.9,1.2,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.4,0.2,0.0,2.1,0.8,0.8,1.6,0.3,1.3,0.0,0.0,0.0,0.0,1.2,0.8,0.1,0.7,0.1,43.4,1.8,1.9,34.6,5.2,1.2,0.6,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.4,2.1,0.6,2.7,3.58351893845611,5,Phòng ngự,Europe,Europe,Upper Tier
476,Liverpool FC,EPL,28,Portugal,178,Centre-Forward,right,45.0,25.0,13.0,8.0,1045.0,6,3,2,0,2.0,70.3,1.0,1,6.71,2.2,1.0,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.1,0.0,0.3,0.9,0.5,1.4,0.5,0.8,0.3,0.0,0.2,0.0,0.3,0.5,0.0,0.5,0.0,12.5,0.4,0.3,8.4,3.4,1.7,1.0,0.0,0.0,0.0,0.0,2.0,0.1,0.1,1.7,0.5,0.6,1.1,3.828641396489095,2,Tiền đạo,Europe,Europe,Top Tier
477,Tottenham Hotspur,EPL,24,England,184,Right-Back,right,15.0,37.0,14.0,5.0,1334.0,1,2,2,1,0.4,88.4,0.8,1,6.9,1.4,0.8,0.6,0.0,0.0,0.1,0.0,0.1,0.1,0.5,0.5,0.7,0.1,0.1,2.1,1.6,1.7,3.3,1.2,0.9,0.1,0.0,0.1,0.0,0.9,0.5,0.1,0.5,0.1,41.8,0.4,0.6,36.6,4.3,1.2,1.2,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.2,2.0,0.3,2.3,2.772588722239781,4,Phòng ngự,Europe,Europe,Mid-High Tier
478,Everton FC,EPL,28,England,189,Centre-Forward,right,20.0,1.0,19.0,3.0,1582.0,3,1,2,0,2.1,63.5,3.8,1,6.59,7.5,3.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.8,0.7,0.5,1.1,1.0,1.2,0.1,0.0,0.1,0.0,0.3,0.3,0.0,0.3,1.2,12.3,0.1,0.2,7.7,4.3,3.2,1.5,0.0,0.0,0.0,0.0,2.1,0.1,0.3,1.7,0.4,0.2,0.6,3.044522437723423,2,Tiền đạo,Europe,Europe,Mid-High Tier
479,Tottenham Hotspur,EPL,27,England,186,Centre-Forward,right,45.0,61.0,23.0,0.0,2033.0,7,3,0,0,2.4,72.7,1.8,1,6.91,4.2,1.8,2.4,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.4,0.0,0.0,1.0,1.4,0.7,2.1,1.5,1.6,0.3,0.1,0.2,0.0,0.0,0.6,0.0,0.6,0.2,14.5,0.5,0.2,10.0,3.8,2.8,2.0,0.0,0.0,0.0,0.0,2.4,0.2,0.2,2.0,0.8,0.3,1.1,3.828641396489095,0,Tiền đạo,Europe,Europe,Top Tier
480,Liverpool FC,EPL,24,Hungary,187,Central Midfield,right,80.0,37.0,24.0,6.0,2122.0,5,3,6,0,1.9,85.5,0.6,2,6.86,1.2,0.6,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,0.2,0.0,0.3,0.5,0.6,1.2,0.7,1.2,0.2,0.0,0.1,0.0,0.3,1.4,0.1,1.2,0.1,35.8,1.4,0.8,29.2,4.4,1.1,0.7,0.0,0.0,0.0,0.0,1.9,0.8,0.1,1.0,1.0,0.7,1.7,4.394449154672439,6,Tiền vệ,Europe,Europe,Top Tier
481,Everton FC,EPL,25,England,183,Attacking Midfield,left,25.0,25.0,13.0,2.0,1147.0,3,4,1,0,1.5,81.5,0.2,0,6.99,1.1,0.2,0.9,0.1,0.0,0.1,0.1,0.1,0.3,0.0,0.0,0.5,0.1,0.0,0.1,1.1,1.3,2.5,0.9,0.4,0.2,0.1,0.0,0.1,0.3,2.2,0.9,1.3,0.1,27.7,1.0,1.3,21.6,3.9,1.5,1.6,0.0,0.0,0.0,0.0,1.5,0.9,0.1,0.6,0.7,0.6,1.3,3.258096538021482,1,Tiền đạo,Europe,Europe,Upper Tier
482,Crystal Palace,EPL,26,England,178,Attacking Midfield,right,55.0,25.0,26.0,2.0,2244.0,3,8,1,0,3.2,82.2,0.2,2,7.03,1.5,0.2,1.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.9,0.0,0.0,0.3,2.3,2.1,4.3,1.6,0.3,0.1,0.0,0.0,0.1,0.4,1.8,0.3,1.5,0.3,28.5,1.0,1.0,22.5,4.1,1.8,1.6,0.0,0.0,0.0,0.0,3.2,1.9,0.0,1.3,1.3,0.6,2.0,4.02535169073515,1,Tiền đạo,Europe,Europe,Top Tier
483,Crystal Palace,EPL,25,England,175,Centre-Forward,right,22.0,49.0,7.0,16.0,779.0,1,1,3,1,1.4,75.4,0.7,0,6.28,1.9,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.0,0.3,0.4,0.4,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.5,0.1,8.7,0.2,0.2,6.3,1.9,1.2,0.6,0.0,0.0,0.0,0.0,1.4,0.3,0.1,1.0,0.5,0.3,0.8,3.1354942159291497,5,Tiền đạo,Europe,Europe,Mid-High Tier
484,Manchester City,EPL,31,Brazil,188,Goalkeeper,left,25.0,13.0,22.0,0.0,1961.0,0,4,3,0,0.0,86.6,0.2,1,6.63,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,31.8,5.4,3.9,22.1,0.4,0.0,0.0,2.2,0.0,1.7,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.258096538021482,3,Phòng ngự,American,Other,Upper Tier
485,West Ham United,EPL,27,Mexico,190,Defensive Midfield,right,30.0,37.0,19.0,6.0,1647.0,0,1,6,1,0.4,86.5,1.1,0,6.4,2.0,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.2,0.0,1.4,0.7,0.6,1.2,0.7,1.5,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.3,0.2,35.0,1.4,1.1,28.9,3.6,1.0,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,1.8,0.7,2.5,3.4339872044851463,8,Tiền vệ,American,Other,Upper Tier
486,Brighton & Hove Albion,EPL,23,Ireland,184,Centre-Back,left,8.0,61.0,0.0,1.0,18.0,0,0,0,0,0.0,88.0,2.0,0,6.03,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1972245773362196,0,Phòng ngự,Europe,Europe,Mid-Tier
487,Nottingham Forest,EPL,22,Scotland,179,Central Midfield,right,30.0,49.0,27.0,4.0,2240.0,1,6,6,0,1.1,81.9,1.2,2,6.99,1.9,1.2,0.6,0.1,0.1,0.0,0.0,0.1,0.2,0.3,0.2,1.1,0.2,0.0,1.5,1.1,1.1,2.2,1.6,1.2,0.0,0.0,0.0,0.0,0.8,1.1,0.3,0.8,0.1,32.4,0.9,1.5,25.6,4.4,1.6,1.1,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.5,2.5,1.6,4.0,3.4339872044851463,6,Tiền vệ,Europe,Europe,Upper Tier
488,West Ham United,EPL,30,Italy,176,Left-Back,left,12.0,13.0,23.0,4.0,1865.0,2,1,5,0,0.5,81.6,0.6,0,6.57,1.2,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.9,0.2,0.0,1.8,0.7,0.4,1.1,0.5,0.8,0.1,0.0,0.0,0.0,0.7,0.6,0.3,0.3,0.0,27.9,1.0,1.7,21.8,3.4,0.8,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.2,2.0,0.7,2.6,2.5649493574615367,5,Phòng ngự,Europe,Europe,Mid-Tier
489,Newcastle United,EPL,30,Sweden,184,Right-Back,right,2.5,13.0,2.0,6.0,269.0,0,0,0,0,0.1,80.9,0.6,0,6.2,1.1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,1.4,0.1,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,13.8,0.3,0.8,10.9,1.9,0.3,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.1,0.4,1.252762968495368,0,Phòng ngự,Europe,Europe,Bottom Tier
490,Fulham FC,EPL,24,England,182,Attacking Midfield,right,32.0,49.0,23.0,6.0,1846.0,5,2,2,0,1.1,91.2,0.2,0,6.55,0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.6,0.1,0.0,0.5,0.6,0.6,1.1,0.4,0.6,0.2,0.1,0.1,0.0,0.3,0.6,0.0,0.6,0.1,30.8,0.5,0.2,27.6,2.5,1.1,0.4,0.0,0.0,0.0,0.0,1.1,0.2,0.1,0.8,1.0,0.6,1.6,3.4965075614664802,2,Tiền đạo,Europe,Europe,Upper Tier
491,Aston Villa,EPL,32,Argentina,195,Goalkeeper,right,25.0,49.0,31.0,0.0,2702.0,0,0,4,0,0.0,78.7,0.3,1,6.63,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,5.2,6.8,21.4,0.4,0.0,0.0,2.5,0.1,1.6,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,3.258096538021482,4,Phòng ngự,American,Other,Upper Tier
492,Wolverhampton Wanderers,EPL,27,Ivory Coast,192,Centre-Back,right,17.0,49.0,10.0,0.0,871.0,0,0,2,0,0.5,83.6,1.8,1,6.91,3.1,1.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.4,0.2,0.0,6.2,0.3,0.7,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.9,0.2,0.1,0.1,0.1,55.6,4.9,4.2,41.6,4.9,0.2,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,2.1,0.5,2.6,2.8903717578961645,2,Phòng ngự,Africa,Africa,Mid-High Tier
493,AFC Bournemouth,EPL,27,Turkey,187,Centre-Forward,right,13.0,37.0,2.0,15.0,332.0,2,1,2,0,1.2,67.0,1.4,0,6.25,2.8,1.4,1.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.4,0.6,0.1,0.7,0.5,0.4,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.1,5.5,0.0,0.1,3.7,1.8,1.0,0.8,0.0,0.0,0.0,0.0,1.2,0.3,0.2,0.7,0.1,0.2,0.2,2.6390573296152584,2,Tiền đạo,Europe,Europe,Mid-Tier
494,Chelsea FC,EPL,24,Argentina,178,Central Midfield,right,75.0,85.0,26.0,4.0,2410.0,5,5,7,0,1.6,84.1,0.5,1,6.94,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.9,0.2,0.0,0.6,0.7,0.7,1.4,1.4,1.5,0.2,0.1,0.1,0.0,0.4,2.3,0.5,1.8,0.0,51.3,2.9,1.9,40.2,6.2,0.9,0.9,0.0,0.0,0.0,0.0,1.6,0.7,0.1,0.8,1.9,1.5,3.4,4.330733340286331,7,Tiền vệ,American,Other,Top Tier
495,Nottingham Forest,EPL,18,Germany,185,Right Midfield,right,1.0,37.0,0.0,2.0,28.0,0,0,0,0,0.0,83.3,0.0,0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.6931471805599453,0,Tiền vệ,Europe,Europe,Bottom Tier
496,Manchester City,EPL,24,Norway,195,Centre-Forward,left,200.0,109.0,28.0,0.0,2484.0,21,3,2,0,3.6,66.4,1.8,6,7.37,3.4,1.8,1.6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.1,0.0,0.8,0.8,0.4,1.1,0.4,0.8,0.8,0.1,0.5,0.1,0.2,0.9,0.0,0.9,0.1,12.0,0.1,0.0,7.9,4.0,1.4,0.9,0.0,0.0,0.0,0.0,3.6,0.3,0.7,2.6,0.3,0.1,0.5,5.303304908059076,2,Tiền đạo,Europe,Europe,Top Tier
497,Arsenal FC,EPL,18,England,176,Right Winger,left,55.0,61.0,10.0,12.0,776.0,3,2,1,0,0.9,88.7,0.1,1,6.62,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.2,1.0,1.4,2.5,0.2,0.3,0.1,0.0,0.1,0.0,0.0,0.5,0.1,0.4,0.3,13.2,0.3,0.1,11.4,1.4,0.9,0.8,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.5,0.5,0.5,1.0,4.02535169073515,1,Tiền đạo,Europe,Europe,Top Tier
498,Brentford FC,EPL,31,Jamaica,194,Centre-Back,left,8.0,25.0,21.0,1.0,1914.0,2,0,2,0,0.5,87.6,2.9,0,6.78,4.9,2.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.1,0.0,6.3,0.3,0.1,0.4,0.2,0.4,0.1,0.0,0.0,0.0,1.0,0.4,0.1,0.3,0.0,46.9,2.1,2.5,39.0,3.3,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.3,1.6,0.5,2.1,2.1972245773362196,2,Phòng ngự,American,Other,Mid-Tier
499,West Ham United,EPL,20,Ireland,188,Centre-Forward,right,32.0,1.0,2.0,11.0,236.0,1,0,0,0,0.5,75.4,0.3,0,6.16,1.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,4.4,0.1,0.2,3.2,0.9,0.4,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.3,0.3,0.2,0.5,3.4965075614664802,0,Tiền đạo,Europe,Europe,Upper Tier
500,Aston Villa,EPL,27,England,183,Centre-Back,right,35.0,37.0,27.0,1.0,2397.0,1,0,0,0,0.3,93.0,0.9,0,6.6,1.7,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,2.9,0.4,0.3,0.6,1.5,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.1,0.0,49.0,1.0,1.1,44.6,2.3,0.5,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,1.1,0.1,1.3,3.58351893845611,0,Phòng ngự,Europe,Europe,Upper Tier
501,Newcastle United,EPL,33,Switzerland,186,Centre-Back,right,9.0,13.0,27.0,1.0,2413.0,3,0,6,1,1.0,84.1,1.3,0,6.76,3.4,1.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.4,0.2,0.0,3.7,0.1,0.3,0.4,0.4,1.1,0.1,0.0,0.0,0.0,1.4,0.2,0.1,0.1,0.1,57.6,4.0,5.3,44.4,3.9,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4,1.1,0.6,1.7,2.302585092994046,8,Phòng ngự,Europe,Europe,Mid-Tier
502,Leicester City,EPL,20,Argentina,174,Attacking Midfield,left,22.0,1.0,13.0,14.0,1394.0,4,2,7,0,1.1,79.9,0.5,2,6.61,1.7,0.5,1.2,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,0.3,0.0,0.4,1.8,0.9,2.7,1.2,1.2,0.1,0.0,0.1,0.0,0.4,0.9,0.2,0.7,0.1,17.9,0.6,0.6,13.7,3.0,1.9,1.4,0.0,0.0,0.0,0.0,1.1,0.4,0.1,0.7,1.8,1.6,3.4,3.1354942159291497,7,Tiền đạo,American,Other,Mid-High Tier
503,Liverpool FC,EPL,27,Italy,175,Right Winger,right,18.0,37.0,0.0,4.0,33.0,0,0,0,0,1.0,90.9,0.0,0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.0,0.5,0.3,0.8,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,2.9444389791664403,0,Tiền đạo,Europe,Europe,Mid-High Tier
504,Brighton & Hove Albion,EPL,25,Turkey,174,Left-Back,right,30.0,37.0,5.0,1.0,389.0,1,0,1,0,0.7,85.3,0.5,0,6.73,0.7,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2.8,0.7,0.5,1.2,0.5,0.8,0.2,0.0,0.2,0.0,1.3,0.8,0.3,0.5,0.2,25.0,0.7,0.8,20.7,2.8,1.0,0.3,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.5,1.7,1.5,3.2,3.4339872044851463,1,Phòng ngự,Europe,Europe,Upper Tier
505,Chelsea FC,EPL,23,Denmark,192,Goalkeeper,right,20.0,73.0,6.0,0.0,540.0,0,0,0,0,0.0,82.4,0.2,0,6.33,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,1.7,5.0,21.7,0.0,0.0,0.0,3.2,0.7,2.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423,0,Phòng ngự,Europe,Europe,Mid-High Tier
506,Southampton FC,EPL,26,England,178,Defensive Midfield,right,15.0,37.0,19.0,2.0,1616.0,1,0,10,0,0.4,90.2,0.5,0,6.28,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.5,0.0,1.6,0.4,0.2,0.6,1.4,2.0,0.0,0.0,0.0,0.0,1.3,0.6,0.0,0.6,0.0,41.1,0.8,1.0,36.3,3.1,0.6,0.8,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,1.9,0.9,2.8,2.772588722239781,10,Tiền vệ,Europe,Europe,Mid-High Tier
507,Tottenham Hotspur,EPL,37,England,201,Goalkeeper,right,1.2,1.0,7.0,0.0,630.0,0,0,0,0,0.0,82.6,0.1,0,6.52,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,2.1,3.3,17.6,0.9,0.1,0.0,3.9,0.4,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7884573603642702,0,Phòng ngự,Europe,Europe,Bottom Tier
508,Brentford FC,EPL,22,Portugal,170,Attacking Midfield,right,15.0,49.0,3.0,16.0,447.0,2,1,1,0,0.6,74.7,0.1,0,6.26,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.1,0.0,0.1,0.6,0.1,0.7,0.5,0.3,0.1,0.1,0.1,0.0,0.2,0.2,0.0,0.2,0.1,8.7,0.3,0.3,6.3,1.9,0.7,0.4,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.3,0.7,0.4,1.1,2.772588722239781,1,Tiền đạo,Europe,Europe,Mid-High Tier
