,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Unnamed: 0,CLB,Main_position,Foot,Contract,Market_Value
50,Rennes,27 years old (28-04-1998),"1,73m",Netherlands,Defensive Midfielder (C),1.8,1.2,0.6,-,-,-,-,-,0.1,0.1,0.3,0.2,0.6,0.1,-,1.7,0.2,0.6,0.7,1.2,1.1,-,-,-,-,1.3,0.5,0.2,0.4,-,40,1.9,0.5,33,4.6,0.8,0.6,-,-,-,-,0.4,0.2,-,0.2,2.4,0.4,2.8,Azor Matusiwa,21(5),1905,1,2,3,-,0.4,87.1,1.2,1,6.86,Ligue1,449,Stade Rennais FC,Defensive Midfield,right,"Jun 30, 2028",€10.00m
51,Saint-Etienne,24 years old (09-04-2001),"1,79m",France,Defensive Midfielder (C),1.3,0.5,0.8,-,-,-,-,-,0.1,0.1,0.3,0.1,0.5,0.1,-,1.2,0.5,0.4,0.9,0.3,1,-,-,-,-,0.2,0.5,-,0.5,0.2,16.4,0.2,0.4,13.9,1.9,1.5,0.4,-,-,-,-,0.4,0.1,-,0.3,1,0.6,1.6,Aimen Moueffek,10(9),869,-,1,2,-,0.4,85.9,0.5,-,6.26,Ligue1,94,AS Saint-Étienne,Central Midfield,right,"Jun 30, 2028",€2.50m
52,Lille,33 years old (22-10-1991),"1,86m",Algeria,"Defender (Centre, Left, Right)",1.5,0.6,0.9,-,-,-,-,-,-,-,0.5,0.1,0.5,0.1,-,2,-,0.1,0.2,0.4,0.3,-,-,-,-,0.6,0.2,-,0.2,-,46.3,3.2,1.7,38,3.3,0.3,0.2,-,-,-,-,0.3,-,0.1,0.2,1.2,0.3,1.5,Aissa Mandi,18(4),1557,-,-,3,-,0.3,89.2,0.6,-,6.51,Ligue1,187,LOSC Lille,Centre-Back,right,"Jun 30, 2026",€1.50m
53,Nice,20 years old (08-12-2004),"1,77m",France,"Attacking Midfielder (Centre, Right)",0.7,0.1,0.6,0.1,-,-,-,-,-,0.1,0.1,0.1,0.5,0.1,-,0.1,0.8,0.5,1.3,0.7,0.4,0.1,-,-,-,0.3,0.7,-,0.7,0.1,13.6,0.5,-,10.8,2.3,0.9,0.7,-,-,-,-,1.1,0.6,-,0.5,0.4,0.3,0.8,Badredine Bouanani,8(15),858,2,3,2,-,1.1,83,0.1,-,6.53,Ligue1,253,OGC Nice,Right Winger,left,"Jun 30, 2029",€5.00m
54,Lille,24 years old (06-01-2001),"1,84m",France,"Defender (Centre, Right)",2.8,2.1,0.7,-,-,-,-,-,-,-,0.6,0.1,0.4,0.2,-,3.1,-,0.3,0.3,0.6,1.5,0.1,-,0.1,-,0.9,0.1,-,0.1,-,71.2,2.4,2,63.9,2.9,0.4,0.2,-,-,-,-,0.5,-,0.1,0.4,1,0.3,1.3,Bafode Diakite,30,2677,4,1,6,1,0.5,93.2,2.1,2,6.75,Ligue1,184,LOSC Lille,Centre-Back,right,"Jun 30, 2028",€25.00m
55,Angers,25 years old (23-03-2000),"1,78m",Senegal,"Attacking Midfielder (Left), Forward",1.9,0.6,1.3,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.2,0.7,0.1,0.8,0.7,0.5,0.2,-,0.2,-,-,0.1,-,0.1,0.2,5.4,-,0.1,4.4,1,0.6,0.6,-,-,-,-,0.8,0.2,-,0.6,0.2,0.1,0.3,Bamba Dieng,5(13),525,3,-,2,-,0.8,80.6,0.6,-,6.21,Ligue1,49,Angers SCO,Centre-Forward,right,"Jun 30, 2025",€3.50m
56,Montpellier,23 years old (03-12-2001),"1,84m",,Defender (Centre),2.2,1,1.2,-,-,-,-,-,-,-,0.5,-,-,0.3,0.2,2.2,-,0.2,0.2,0.7,1.2,-,-,-,-,0.5,-,-,-,-,26.3,0.5,0.5,22.8,2.5,0.5,0.5,-,-,-,-,0.2,-,-,0.2,0.7,0.2,0.8,Bamo Meite,6,413,-,-,2,1,0.2,88.6,1,-,5.76,Ligue1,210,Montpellier HSC,Centre-Back,right,"Jun 30, 2025",€5.00m
57,Nice,30 years old (09-03-1995),"1,83m",France,Defensive Midfielder (C),2.9,1.9,1,-,-,-,-,-,-,-,0.2,0.3,1,0.1,-,1.5,0.3,0.7,1,1.6,1.3,-,-,-,-,1.4,0.8,-,0.8,-,40.2,2.2,1.5,31.8,4.7,1.2,0.6,-,-,-,-,1.5,0.9,-,0.5,1.7,0.6,2.4,Baptiste Santamaria,10(1),850,-,-,1,-,1.5,84.6,1.9,1,6.86,Ligue1,245,OGC Nice,Defensive Midfield,right,"Jun 30, 2025",€7.00m
58,Montpellier,23 years old (20-01-2002),"1,87m",Switzerland,"Defender (Centre), Defensive Midfielder (C)",2.3,0.8,1.5,-,-,-,-,-,-,-,1,0.1,0.5,0.1,-,3.3,0.2,0.6,0.7,0.5,0.5,-,-,-,-,0.6,0.1,-,0.1,-,40.7,1.3,1.4,36.4,1.7,0.3,0.2,-,-,-,-,0.3,0.1,0.1,0.1,1.5,0.3,1.8,Becir Omeragic,18(1),1533,-,-,1,-,0.3,92.5,0.8,-,6.38,Ligue1,211,Montpellier HSC,Centre-Back,right,"Jun 30, 2028",€5.00m
59,Saint-Etienne,22 years old (13-08-2002),"1,73m",,Midfielder,0.6,0.1,0.5,-,-,-,-,-,-,-,0.1,-,0.7,-,-,0.2,1,0.9,1.9,0.9,0.4,-,-,-,-,0.2,0.7,-,0.7,-,10.2,0.1,0.3,8.4,1.4,1.4,0.5,-,-,-,-,1.1,0.4,-,0.7,0.6,0.8,1.4,Ben Old,4(6),463,-,-,-,-,1.1,83.3,0.1,-,6.23,Ligue1,99,AS Saint-Étienne,Left Winger,left,"Jun 30, 2028",€800k
60,Lille,34 years old (03-08-1990),"1,80m",France,"Defender (Right), Midfielder (Centre, Left, Right)",5.9,3.1,2.8,-,-,-,-,-,0.1,0.1,0.2,0.2,1.3,0.4,-,1.8,0.5,0.3,0.8,1.7,1.7,-,-,-,-,1.7,0.7,0.1,0.6,0.1,63,3.3,2,49.6,8.1,1.6,1.1,-,-,-,-,0.5,0.1,-,0.4,3.4,1.4,4.8,Benjamin Andre,28,2513,-,3,12,-,0.5,84,3.1,3,7.09,Ligue1,195,LOSC Lille,Defensive Midfield,right,"Jun 30, 2026",€6.00m
61,Saint-Etienne,23 years old (13-11-2001),"1,65m",Netherlands,Midfielder (Centre),1.1,0.3,0.8,-,-,-,-,-,-,-,-,0.1,0.7,0.2,-,0.5,1.1,1.1,2.3,1.6,0.6,-,-,-,-,0.7,0.7,-,0.6,-,40.9,0.9,0.5,34.6,4.9,1.3,1.1,-,-,-,-,0.6,0.5,-,0.2,1.3,1.2,2.5,Benjamin Bouchouari,20(4),1708,1,-,5,-,0.6,86.8,0.3,1,6.4,Ligue1,93,AS Saint-Étienne,Central Midfield,right,"Jun 30, 2026",€5.00m
62,Montpellier,34 years old (26-04-1991),"1,86m",France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,0.1,-,-,-,-,-,-,0.1,0.1,-,-,30.5,8.3,10.9,11.1,0.2,-,-,3.6,0.3,2.1,1.2,-,-,-,-,-,-,-,Benjamin Lecomte,28,2520,-,-,-,-,-,63.6,0.1,1,6.47,Ligue1,207,Montpellier HSC,Goalkeeper,left,"Jun 30, 2027",€2.00m
63,Marseille,21 years old (28-11-2003),"1,79m",France,Attacking Midfielder (Centre),0.4,0.3,0.1,-,-,-,-,-,-,-,0.1,-,0.4,0.1,-,0.5,0.4,0.3,0.6,0.8,0.3,0.1,-,0.1,-,0.1,0.4,-,0.4,-,15.9,0.1,0.1,13.9,1.7,0.5,0.6,-,-,-,-,0.6,0.2,-,0.4,0.7,0.1,0.9,Bilal Nadir,5(9),356,1,-,2,-,0.6,88.7,0.3,-,6.31,Ligue1,300,Olympique Marseille,Central Midfield,left,"Jun 30, 2026",€5.00m
64,Paris Saint-Germain,22 years old (02-09-2002),"1,82m",France,"Attacking Midfielder (Left, Right), Forward",0.6,0.4,0.2,-,-,-,-,-,0.3,0.3,0.1,-,0.7,0.1,-,0.3,3,1,4.1,0.6,0.9,0.4,-,0.4,-,0.6,1.5,0.1,1.4,0.2,25,0.4,0.2,20.6,3.9,1.9,0.6,-,-,-,-,2.3,0.3,0.2,1.7,0.8,0.7,1.5,Bradley Barcola,24(7),1976,13,10,2,-,2.3,83.8,0.4,4,7.27,Ligue1,326,Paris Saint-Germain,Left Winger,right,"Jun 30, 2028",€70.00m
65,Monaco,28 years old (14-02-1997),"1,87m",Switzerland,"Attacking Midfielder (Centre, Right), Forward",2.1,1.1,1,-,-,-,-,-,0.1,0.1,-,-,0.3,0.2,-,0.3,1,0.5,1.5,1.4,0.9,0.2,-,0.2,-,0.1,1.1,0.1,1,0.4,14.1,0.5,0.3,9.5,3.8,2.2,1.9,-,-,-,-,1.8,0.1,0.3,1.4,0.7,0.4,1.1,Breel Embolo,18(9),1687,6,4,5,-,1.8,70.9,1.1,1,6.62,Ligue1,78,AS Monaco,Centre-Forward,right,"Jun 30, 2026",€12.00m
66,Brest,30 years old (22-12-1994),"1,81m",France,Defender (Centre),3.8,2.2,1.6,-,-,-,-,-,-,-,1.1,0.3,0.7,0.2,-,6,-,-,-,0.7,1.4,-,-,-,-,1.1,0.3,0.2,0.1,-,44,4,5.5,31.8,2.7,0.3,-,-,-,-,-,0.5,-,-,0.5,1.6,0.6,2.2,Brendan Chardonnet,26,2327,1,-,6,-,0.5,81.5,2.2,-,6.76,Ligue1,386,Stade Brestois 29,Centre-Back,right,"Jun 30, 2027",€6.00m
67,Rennes,31 years old (25-04-1994),"1,87m",France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.5,-,0.1,0.1,0.1,-,-,-,-,-,0.1,-,-,-,-,30,7.3,6.1,16.3,0.3,-,-,2.7,-,1.7,1,-,-,-,-,-,-,-,Brice Samba,15,1350,-,-,1,-,-,78.9,-,1,6.76,Ligue1,434,Stade Rennais FC,Goalkeeper,left,"Jun 30, 2029",€15.00m
68,Monaco,27 years old (31-07-1997),"1,78m",Brazil,"Defender (Left), Midfielder (Centre, Left)",1.1,0.4,0.7,0.2,-,-,-,-,-,0.2,0.2,0.2,0.6,0.1,-,1.7,0.1,0.5,0.6,0.8,0.6,-,-,-,-,0.7,1.4,0.4,1,0.2,39.1,1.5,3,29.3,5.4,0.9,0.3,-,-,-,-,0.1,0.1,-,-,1.3,0.8,2.1,Caio Henrique,18(6),1663,-,5,3,-,0.1,78.5,0.4,-,6.83,Ligue1,60,AS Monaco,Left-Back,left,"Jun 30, 2027",€15.00m
69,Angers,28 years old (28-06-1996),"1,76m",Haiti,Defender (Right),1.9,1.1,0.8,-,-,-,-,-,-,-,0.2,-,0.7,0.1,-,2.7,0.4,0.3,0.7,0.6,1.2,-,-,-,-,1,0.6,0.2,0.4,-,28.6,1,0.9,23.3,3.4,0.6,0.5,-,-,-,-,0.1,0.1,-,-,1.8,0.8,2.6,Carlens Arcus,22(3),1784,-,1,2,-,0.1,85.2,1.1,1,6.56,Ligue1,35,Angers SCO,Right-Back,right,"Jun 30, 2026",€1.50m
70,Toulouse,22 years old (17-08-2002),"1,90m",England,Defender (Centre),4.9,3.3,1.6,-,-,-,-,-,-,-,0.9,0.1,0.5,0.1,-,6,0.2,0.1,0.3,0.4,0.9,0.1,0.1,-,-,1,0.2,-,0.2,0.1,49.5,2.1,4.5,39,3.9,0.7,0.1,-,-,-,-,1.1,-,0.2,0.9,1.2,0.6,1.8,Charlie Cresswell,27(2),2413,3,1,4,-,1.1,83,3.3,1,6.92,Ligue1,135,FC Toulouse,Centre-Back,right,"Jun 30, 2028",€7.00m
71,Monaco,20 years old (18-04-2005),"1,84m",France,"Defender (Centre, Left)",2.4,1.5,0.9,-,-,-,-,-,-,-,0.3,0.2,0.9,0.2,-,1.9,0.9,0.5,1.4,0.4,0.9,-,-,-,-,1.3,0.1,-,0.1,-,40.6,0.7,1.7,34.6,3.6,0.9,0.5,-,-,-,-,0.1,-,-,0.1,2,0.9,2.9,Christian Mawissa,15(4),1318,-,-,3,-,0.1,87,1.5,-,6.61,Ligue1,59,AS Monaco,Centre-Back,left,"Jun 30, 2029",€12.00m
72,Rennes,23 years old (18-09-2001),"1,91m",Cameroon,Defender (Centre),3.1,2.1,1,-,-,-,-,-,-,-,0.4,0.2,0.7,0.3,0.1,3.2,0.3,0.3,0.6,0.4,1.6,-,-,-,-,1.2,0.1,-,0.1,-,42.9,1.5,2.2,36.1,3.2,0.6,0.2,-,-,-,-,0.5,0.1,0.2,0.3,1.7,0.3,2.1,Christopher Wooh,16(3),1401,-,-,5,1,0.5,87.5,2.1,-,6.57,Ligue1,443,Stade Rennais FC,Centre-Back,right,"Jun 30, 2026",€7.00m
73,Lille,29 years old (09-10-1995),"1,83m",England,"Attacking Midfielder (Centre, Right), Forward",2,1.3,0.7,-,-,-,-,-,0.1,0.1,-,-,0.6,-,-,0.3,0.5,0.4,0.8,1.2,0.6,0.2,-,0.2,-,-,0.5,-,0.5,0.2,6.8,0.2,-,4.5,2.1,1.1,0.3,-,-,-,-,1.4,0.1,0.3,1,0.6,0.3,0.9,Chuba Akpom,5(6),518,2,1,-,-,1.4,69.3,1.3,-,6.65,Ligue1,206,LOSC Lille,Centre-Forward,right,"Jun 30, 2025",€8.00m
74,Lyon,32 years old (07-11-1992),"1,80m",Angola,"Defender (Centre, Right), Midfielder (Right)",1.3,0.8,0.6,0.1,-,-,-,-,-,0.1,0.6,0.1,0.3,0.1,-,2.6,0.6,0.5,1.1,1.2,1,-,-,-,-,1.7,0.4,-,0.3,-,54.3,1.8,2.9,47,2.6,0.6,0.4,-,-,-,-,0.1,-,-,0.1,1.5,0.3,1.8,Clinton Mata,25(2),2258,-,3,4,-,0.1,89.9,0.8,1,6.77,Ligue1,269,Olympique Lyon,Right-Back,right,"Jun 30, 2026",€4.00m
75,Auxerre,23 years old (24-11-2001),"1,81m",,Defender (Centre),2.1,1.2,1,-,-,-,-,-,-,-,0.5,0.1,0.9,0.2,-,4.5,0.5,0.3,0.8,1,0.4,-,-,-,-,1.4,0.3,-,0.3,-,35.5,2.9,2.8,26.8,2.9,0.3,0.1,-,-,-,-,0.2,0.1,-,0.1,1.9,0.5,2.4,Clement Akpa,26(2),2245,-,1,6,-,0.2,83.8,1.2,-,6.75,Ligue1,5,AJ Auxerre,Centre-Back,left,"Jun 30, 2027",€3.00m
76,Lyon,30 years old (03-08-1994),"1,81m",France,"Defender (Right), Midfielder (Centre, Right)",3.8,1.8,2,-,-,-,-,-,0.1,0.1,0.4,0.1,1.3,0.1,-,1.2,0.3,0.3,0.6,1.6,1.5,0.2,0.1,0.1,-,0.7,1,-,1,0.3,48.7,1.7,1.3,40.2,5.5,1,0.6,-,-,-,-,1.7,0.5,0.3,0.9,1.8,1,2.8,Corentin Tolisso,26(4),2234,7,4,4,-,1.7,86,1.8,-,7.11,Ligue1,273,Olympique Lyon,Central Midfield,right,"Jun 30, 2027",€10.00m
77,Angers,31 years old (19-01-1994),"1,94m",France,Defender (Centre),3,1.7,1.3,-,-,-,-,-,-,-,1,0.3,-,-,-,4.3,-,-,-,0.3,0.7,-,-,-,-,1.3,-,-,-,-,33.3,1.7,3.3,26.7,1.7,0.7,-,-,-,-,-,-,-,-,-,2,1.3,3.3,Cedric Hountondji,3,270,-,-,-,-,-,85,1.7,-,6.42,Ligue1,29,Angers SCO,Centre-Back,right,"Jun 30, 2026",€1.50m
78,Reims,28 years old (09-12-1996),"1,93m",France,Defender (Centre),2.2,1.4,0.8,-,-,-,-,-,-,-,1,0.1,0.5,0.2,0.1,5.6,-,0.4,0.4,0.4,0.8,-,-,-,-,1.1,0.3,0.1,0.2,-,45.6,2.1,2,38.9,2.6,0.5,0.1,-,-,-,-,0.3,0.1,-,0.2,1.4,0.3,1.7,Cedric Kipre,23(2),1922,-,1,4,2,0.3,89.9,1.4,1,6.73,Ligue1,413,Stade Reims,Centre-Back,right,"Jun 30, 2027",€3.00m
79,Le Havre,32 years old (15-01-1993),"1,82m",Russia,"Defender (Right), Midfielder (Centre, Left, Right)",0.9,0.6,0.3,-,-,-,-,-,-,-,0.3,0.1,0.3,0.1,-,0.6,0.1,0.2,0.3,0.3,0.7,0.1,-,0.1,-,0.8,0.2,0.1,0.1,-,21.2,0.6,1,16.8,2.8,0.4,0.2,-,-,-,-,0.3,0.2,-,0.2,1.1,0.6,1.7,Daler Kuzyaev,6(6),564,1,-,1,-,0.3,82.3,0.6,-,6.4,Ligue1,170,Le Havre AC,Central Midfield,right,"Jun 30, 2025",€5.00m
80,Nice,41 years old (18-10-1983),"1,88m",Brazil,Defender (Centre),2.6,1.6,1,-,-,-,-,-,-,-,0.5,0.1,0.6,0.2,-,2.9,0.4,0.3,0.7,0.6,0.8,-,-,-,-,1.4,0.1,-,0.1,-,59.7,2.5,3.5,50.5,3.2,0.7,0.2,-,-,-,-,0.4,-,-,0.3,1.4,0.6,2,Dante,20(2),1811,-,-,5,1,0.4,88.7,1.6,-,6.6,Ligue1,237,OGC Nice,Centre-Back,left,"Jun 30, 2026",€500k
81,Marseille,17 years old (30-11-2007),"1,78m",France,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,0.3,-,1,-,-,-,-,-,-,-,-,-,4.3,-,-,4,0.3,-,0.3,-,-,-,-,-,-,-,-,0.3,-,0.3,Darryl Bakola,1(2),13,-,-,1,-,-,92.3,-,-,5.99,Ligue1,302,Olympique Marseille,Attacking Midfield,right,"Jun 30, 2027",€200k
82,Nantes,20 years old (17-04-2005),"1,83m",France,Midfielder,0.5,0.2,0.3,-,-,-,-,-,-,-,-,-,0.1,-,-,0.4,0.1,0.3,0.4,0.3,0.1,-,-,-,-,0.1,0.4,-,0.4,-,4.1,-,0.3,3.2,0.6,0.6,0.3,-,-,-,-,0.3,0.2,-,0.1,0.6,0.1,0.7,Dehmaine Tabibou,0(10),74,-,-,-,-,0.3,78,0.2,-,6.23,Ligue1,122,FC Nantes,Central Midfield,left,"Jun 30, 2026",€100k
83,Lens,31 years old (02-09-1993),"1,80m",Colombia,"Defender (Left), Midfielder (Left)",1.2,0.6,0.6,0.1,-,-,-,-,0.1,0.2,0.1,0.1,0.6,0.2,0.1,0.9,0.8,0.8,1.6,1,1,-,-,-,-,0.6,0.8,-,0.7,0.2,27.3,0.5,0.8,23.3,2.7,1.2,0.8,-,-,-,-,0.9,0.4,0.1,0.4,1.4,0.4,1.8,Deiver Machado,18(7),1648,1,4,4,2,0.9,87.2,0.6,1,6.56,Ligue1,341,RC Lens,Left-Back,left,"Jun 30, 2026",€3.50m
84,Monaco,28 years old (20-11-1996),"1,90m",Switzerland,"Defender (Centre), Defensive Midfielder (C)",1.1,0.7,0.4,-,-,-,-,-,0.1,0.1,0.3,0.2,0.9,0.2,-,1.3,0.7,0.9,1.5,0.8,1.2,0.2,-,0.2,-,1.3,0.6,-,0.6,-,47.3,1.2,0.7,41.8,3.6,1.3,0.9,-,-,-,-,1.3,0.5,0.1,0.7,1.6,0.4,2,Denis Zakaria,22(1),1965,5,3,5,-,1.3,90.9,0.7,1,6.99,Ligue1,64,AS Monaco,Defensive Midfield,right,"Jun 30, 2028",€30.00m
85,Saint-Etienne,32 years old (09-06-1992),"1,79m",France,"Defender (Centre, Left, Right), Midfielder (Right)",1.9,0.8,1,-,-,-,-,-,-,-,0.2,0.6,0.8,0.1,-,2.5,0.7,0.8,1.5,0.3,1.3,-,-,-,-,0.8,0.5,0.2,0.3,0.1,30.3,1.2,2.1,22,5.1,1.2,0.7,-,-,-,-,0.2,0.1,-,0.1,2.4,1.1,3.5,Dennis Appiah,19(7),1856,-,1,2,-,0.2,76.3,0.8,-,6.44,Ligue1,90,AS Saint-Étienne,Right-Back,right,"Jun 30, 2026",€900k
86,Marseille,27 years old (25-11-1997),"1,87m",Canada,Defender (Centre),2.3,1.6,0.8,-,-,-,-,-,-,-,0.4,0.1,0.3,0.3,0.1,2.3,0.1,-,0.1,0.7,1.3,-,-,-,-,0.7,0.2,-,0.2,-,64.7,1.1,1.4,59.6,2.7,0.4,0.1,-,-,-,-,0.4,0.1,0.1,0.3,1.2,0.3,1.4,Derek Cornelius,16(4),1334,-,-,5,2,0.4,93.7,1.6,-,6.45,Ligue1,288,Olympique Marseille,Centre-Back,left,"Jun 30, 2028",€5.00m
87,Strasbourg,20 years old (06-08-2004),"1,79m",Portugal,"Defender (Left), Midfielder (Left)",2,0.9,1,0.1,-,-,-,-,0.1,0.2,0.1,0.2,0.7,0.1,-,1.9,2.2,2,4.2,1.1,0.9,0.1,-,0.1,-,1.1,1,0.2,0.8,0.1,34.9,1,0.8,27.4,5.7,2.1,0.9,-,-,-,-,0.8,0.2,0.1,0.6,1.3,0.8,2.1,Diego Moreira,26(3),2382,2,7,4,1,0.8,81.2,0.9,4,7.07,Ligue1,375,RC Strasbourg Alsace,Left Winger,left,"Jun 30, 2029",€10.00m
88,Strasbourg,22 years old (26-08-2002),"1,80m",France,"Midfielder (Centre, Left, Right)",0.7,0.4,0.3,0.1,-,-,-,-,0.1,0.3,-,0.1,0.7,0.1,-,0.9,2.5,1.6,4.1,2.5,1,0.2,-,0.1,0.1,0.4,1.7,0.6,1,0.1,30.1,1.7,1,22.7,4.8,1.9,1.2,-,-,-,-,1.8,1,-,0.8,0.9,0.4,1.3,Dilane Bakwa,26(1),2270,5,8,4,-,1.8,80.8,0.4,5,7.16,Ligue1,377,RC Strasbourg Alsace,Right Winger,left,"Jun 30, 2027",€18.00m
89,Montpellier,26 years old (06-06-1998),"1,80m",France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.7,7.3,8.7,9,0.7,-,-,2.7,0.3,2.3,-,-,-,-,-,-,-,-,Dimitry Bertaud,3,270,-,-,-,-,-,63.6,-,-,6.42,Ligue1,208,Montpellier HSC,Goalkeeper,right,"Jun 30, 2025",€1.20m
90,Rennes,21 years old (31-01-2004),"1,88m",France,Midfielder (Centre),1.5,0.4,1.1,-,-,-,-,-,-,-,0.4,-,1.7,0.4,-,0.7,0.5,1.1,1.5,1.2,2,0.1,-,-,0.1,1.2,0.5,0.2,0.4,-,45.2,4.1,1.1,35.9,4.1,0.9,0.9,-,-,-,-,1.2,1.2,-,-,2.3,0.8,3.1,Djaoui Cisse,11,898,1,-,4,-,1.2,88.5,0.4,-,7.01,Ligue1,454,Stade Rennais FC,Central Midfield,right,"Jun 30, 2029",€5.00m
91,Toulouse,32 years old (29-07-1992),"1,83m",France,"Defender (Centre, Left, Right), Midfielder (Right)",1.1,0.7,0.4,-,-,0.1,-,-,-,0.1,0.1,-,0.2,-,-,2.1,0.2,0.4,0.6,0.7,0.8,-,-,-,-,0.8,0.6,0.2,0.4,0.1,38.5,1.6,2.5,29.8,4.6,0.8,0.4,-,-,-,-,0.2,-,-,0.2,2.2,0.6,2.9,Djibril Sidibe,21(4),1854,-,2,1,-,0.2,81.6,0.7,-,6.66,Ligue1,142,FC Toulouse,Right-Back,right,"Jun 30, 2025",€1.20m
92,Strasbourg,25 years old (08-10-1999),"1,90m",Serbia,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,46.3,5.7,9.3,30.8,0.6,-,-,3.8,0.3,2.6,0.9,-,-,-,-,-,-,-,Djordje Petrovic,28,2520,-,-,2,-,-,78.6,0.2,4,7.08,Ligue1,358,RC Strasbourg Alsace,Goalkeeper,right,"Jun 30, 2025",€18.00m
93,Saint-Etienne,16 years old (30-08-2008),-,,Forward,1,0.3,0.7,-,-,-,-,-,-,-,-,-,0.2,-,-,0.2,0.8,0.2,1,0.2,-,-,-,-,-,-,0.2,-,0.2,-,6.8,-,-,5.8,1,0.7,0.3,-,-,-,-,0.5,-,-,0.5,0.5,0.3,0.8,Djylian N'Guessan,2(4),127,-,-,-,-,0.5,85.4,0.3,-,6.03,Ligue1,105,AS Saint-Étienne,Centre-Forward,right,"Jun 30, 2027",€800k
94,Auxerre,32 years old (03-11-1992),"1,87m",France,Goalkeeper,0.3,0.3,-,-,-,-,0.1,-,-,0.1,-,-,0.1,0.1,-,0.9,-,-,-,0.1,-,-,-,-,-,-,0.1,0.1,-,-,30.5,8,14.8,7.7,0.1,-,-,3.8,0.4,2.4,0.9,-,-,-,-,-,0.1,0.1,Donovan Leon,29,2610,-,2,4,-,-,51.4,0.3,2,6.95,Ligue1,0,AJ Auxerre,Goalkeeper,right,"Jun 30, 2027",€800k
95,Nantes,28 years old (13-01-1997),"1,73m",Brazil,Defensive Midfielder (C),2.1,0.8,1.2,-,-,-,-,-,0.1,0.1,0.4,0.1,1.4,0.3,-,1.5,0.3,0.5,0.8,1.3,1.5,0.2,-,0.1,-,1.1,0.5,0.1,0.5,-,40.8,1.7,1.4,33.9,3.9,0.6,0.5,-,-,-,-,1.2,0.5,0.1,0.7,2.4,0.7,3.1,Douglas Augusto,26,2137,4,2,8,-,1.2,87,0.8,-,6.85,Ligue1,121,FC Nantes,Central Midfield,left,"Jun 30, 2027",€6.00m
96,Lyon,28 years old (17-09-1996),"1,93m",Croatia,Defender (Centre),3,2.2,0.8,-,-,-,-,-,-,-,1.4,0.1,0.4,0.5,-,5.2,0.1,0.1,0.1,0.5,1.4,0.1,-,0.1,-,0.9,0.1,-,0.1,0.1,52.9,2.3,2.1,46.1,2.4,0.4,0.1,-,-,-,-,0.6,0.1,0.2,0.3,1.1,0.5,1.5,Duje Caleta Car,16(1),1428,1,-,8,-,0.6,91.5,2.2,-,6.75,Ligue1,263,Olympique Lyon,Centre-Back,right,"Jun 30, 2027",€8.00m
97,Saint-Etienne,29 years old (15-02-1996),"1,85m",France,Defender (Centre),2.5,1.8,0.8,-,-,-,-,-,-,-,0.6,-,0.4,0.1,-,5.8,0.1,0.2,0.3,0.5,1,-,-,-,-,1.6,0.2,0.1,0.1,-,48.5,1.3,1.6,43.2,2.4,0.3,0.1,-,-,-,-,0.2,-,-,0.2,1,0.4,1.4,Dylan Batubinsika,22(2),1972,-,-,3,1,0.2,91.8,1.8,-,6.37,Ligue1,84,AS Saint-Étienne,Centre-Back,right,"Jun 30, 2026",€1.50m
98,Paris Saint-Germain,19 years old (03-06-2005),"1,81m",France,"Attacking Midfielder (Centre, Left, Right)",0.6,0.3,0.4,0.1,-,0.1,-,-,0.1,0.2,-,-,0.7,-,-,0.3,2.4,1.8,4.2,1.3,1,0.2,-,0.2,-,0.4,1.9,0.1,1.8,-,33.6,0.8,0.7,28.1,4.1,1.7,1.1,-,-,-,-,1.9,0.6,-,1.3,1.5,0.8,2.3,Desire Doue,17(11),1599,6,6,1,-,1.9,85.8,0.3,2,7.23,Ligue1,327,Paris Saint-Germain,Left Winger,right,"Jun 30, 2029",€60.00m
